5,1312
7,1097
9,952
11,860
13,789
15,728
17,676
19,641
21,615
23,584
25,562
27,536
29,526
31,496
33,474
35,452
37,432
39,411
41,397
43,377
45,361
47,345
49,335
51,321
53,306
55,297
57,282
59,269
61,262
63,251
65,244
67,236
69,226
71,219
73,210
75,197
77,186
79,178
81,174
83,168
85,158
87,149
89,142
91,138
93,134
95,130
97,124
99,118
101,117
103,112
105,110
107,106
109,100
111,97
113,93
115,90
117,89
119,88
121,87
123,85
125,83
127,79
129,78
131,72
133,70
135,69
137,66
139,65
141,63
143,62
145,59
147,58
149,57
151,55
153,53
155,52
157,51
159,48
161,47
163,45
165,45
167,44
169,44
171,44
173,44
175,44
177,44
179,43
181,43
183,43
185,43
187,43
189,43
191,42
193,42
195,42
197,41
199,41
201,41
203,41
205,41
207,41
209,41
211,41
213,41
215,41
217,41
219,41
221,41
223,41
225,41
227,41
229,40
231,40
233,40
235,40
237,40
239,40
241,40
243,40
245,39
247,38
249,38
251,38
253,38
255,38
257,38
259,37
261,37
263,37
265,37
267,37
269,36
271,36
273,36
275,36
277,36
279,35
281,34
283,34
285,33
287,33
289,33
291,33
293,32
295,32
297,32
299,31
301,31
303,31
305,31
307,31
309,31
311,31
313,30
315,30
317,30
319,30
321,30
323,29
325,28
327,27
329,26
331,24
333,23
335,22
337,22
339,22
341,22
343,22
345,22
347,21
349,21
351,21
353,21
355,21
357,21
359,21
361,21
363,21
365,21
367,21
369,21
371,21
373,21
375,21
377,21
379,21
381,21
383,21
385,21
387,20
389,20
391,20
393,20
395,20
397,20
399,20
401,20
403,20
405,19
407,19
409,19
411,19
413,19
415,19
417,19
419,19
421,19
423,19
425,18
427,18
429,18
431,18
433,18
435,18
437,18
439,18
441,18
443,18
445,18
447,18
449,17
451,17
453,17
455,17
457,17
459,17
461,17
463,17
465,17
467,17
469,17
471,17
473,17
475,17
477,17
479,17
481,17
483,17
485,17
487,17
489,17
491,17
493,17
495,17
497,17
499,17
501,17
503,17
505,17
507,17
509,17
511,17
513,17
515,17
517,17
519,17
521,17
523,17
525,17
527,17
529,16
531,16
533,16
535,16
537,16
539,16
541,15
543,15
545,15
547,15
549,14
551,14
553,14
555,14
557,14
559,14
561,14
563,14
565,14
567,14
569,14
571,14
573,14
575,14
577,14
579,14
581,14
583,14
585,14
587,14
589,13
591,13
593,13
595,12
597,12
599,12
601,12
603,12
605,12
607,12
609,12
611,12
613,12
615,12
617,12
619,12
621,12
623,12
625,12
627,12
629,12
631,12
633,12
635,12
637,12
639,11
641,11
643,11
645,11
647,11
649,11
651,11
653,11
655,11
657,11
659,11
661,11
663,11
665,11
667,11
669,11
671,11
673,11
675,11
677,11
679,11
681,10
683,10
685,10
687,10
689,10
691,10
693,10
695,10
697,10
699,10
701,10
703,10
705,10
707,10
709,10
711,10
713,10
715,10
717,10
719,10
721,10
723,10
725,10
727,10
729,10
731,10
733,10
735,10
737,10
739,10
741,10
743,9
745,9
747,9
749,9
751,9
753,9
755,9
757,9
759,9
761,9
763,9
765,9
767,9
769,9
771,9
773,9
775,9
777,9
779,9
781,9
783,9
785,9
787,9
789,9
791,9
793,9
795,9
797,9
799,9
801,9
803,9
805,9
807,9
809,9
811,9
813,9
815,9
817,9
819,9
821,9
823,9
825,9
827,9
829,9
831,9
833,9
835,9
837,9
839,9
841,9
843,9
845,9
847,9
849,9
851,9
853,9
855,9
857,9
859,9
861,9
863,9
865,9
867,9
869,9
871,9
873,9
875,9
877,9
879,9
881,9
883,9
885,9
887,9
889,9
891,9
893,9
895,8
897,8
899,8
901,8
903,8
905,7
907,7
909,7
911,7
913,7
915,7
917,7
919,7
921,7
923,7
925,7
927,7
929,6
931,6
933,6
935,6
937,6
939,6
941,6
943,6
945,6
947,6
949,6
951,6
953,6
955,6
957,6
959,6
961,6
963,6
965,6
967,6
969,6
971,6
973,6
975,6
977,6
979,6
981,6
983,6
985,6
987,6
989,6
991,6
993,6
995,6
997,6
999,6
